,input,actual,predicted
1965,"ka-be2 a he2-gal2-la u3-bi2-ge-en
","After I had secured abundant water at its intake  
","and at its entrance a livestock path
"
1966,"lugal-a-ni-ir
","his master 
","his master
"
1967,"nin-a-ni
","his mistress 
","his mistress
"
1968,"ka-zal-lu{ki}
","of Kazallu 
","and Kazallu
"
1969,"{d}en-lil2-le ... x ...
","Enlil trembled greatly and shouted 
","Enlil
"
1970,"ugula szul-bara2
","a foreman of ulbara
","foreman Lugalemahe
"
1971,"mu-bi mu 3(disz)-am3
","xxx 
","xxx
"
1972,"dub-sar
","the scribe
","scribe
"
1973,"dam-an-ki-ke4 e2-bi uru2-ze2-ba{ki}-ke4 musz3 mi-ni-in-ga amasz-a-na lil2-e
","Enki has abandoned that house Eridug and has let the breezes haunt his sheepfold 
","Enki has abandoned the temple and has let the breezes haunt his sheepfold
"
1974,"puzur4-{d}utu
","for PuzriUtu 
","apple
"
1975,"{gesz}igi-tab-ba-ni
","his protective blinkers 
","For Lammasaga
"
1976,"uzu al-sze6-ga2
","cooked meat 
","May the hot fish cool for you the bones gathered from the fish I
"
1977,"gu3-de2-a
","did Gudea 
","Gudea
"
1978,"{gesz}u3-bi ...
","For its u planking NannaSuen dispatched a man towards the forest of Ebla 
","to make
"
1979,"lugal kur-kur-ra
","king of all the lands
","king of all the lands
"
1980,"mu hu-uh2-nu-ri{ki} ba-hul
","year unuri was destroyed 
","xxx
"
1981,"i7-bi sza3-su3-ga i3-gal2 a nu-un-de2
","Its river bed was empty no water flowed 
","Its watercourse was empty barges could not travel
"
1982,"i3-gal2
","are here 
","xxx
"
1983,"mu en-mah-gal-an-na ba-hun
","year Enmagalana was hired 
","xxx
"
1984,"szu ba-ti
","received 
","received
"
1985,"dumu-sag
","the firstborn son 
","firstborn son
"
1986,"si-ma-num2{ki}
","Simnum
","Simnum
"
1987,"1(disz) udu niga {d}nin-szubur
","1 sheep grainfed for Ninubur 
","1 sheep grainfed for Ninubur
"
1988,"ugula lu2-ka-ni
","overseer Lukani 
","foreman Lugalemahe
"
1989,"szabra
","the chief household manager 
","household manager
"
1990,"i3-gal2
","are here 
","xxx
"
1991,"dam ga-ni-ke4
","the wife of Gani 
","for the spouse
"
1992,"AN ... x ...
"," is a taboo of  a deity 
","Holy An
"
1993,"x x LUL ... x ...
","For Ningirsu 
","In order to admiresee the grain goddess Ezina of lordship
"
1994,"szen-szen-na erin2 za3-ga-na gub-bu
","who stands in battle with the troops at his side 
","In battle Let us take away from his shoulder
"
1995,"ensi2
","governor 
","ruler
"
1996,"nig2-ka9-ak
","xxx 
","accounts
"
1997,"gu4-bi tur3-bi-a nu-gub-bu-de3
","that the cattle should not stand in the pen 
","So that the ox does not does not stand in its cattlepen
"
1998,"gu2-tar inim-{d}szara2 dumu da-a-ga
","xxx 
","under seal of Inimara son of Daaga
"
1999,"{gesz}kur
","a log 
","log
"
2000,"nu-ur2-{d}iszkur
","to NrAdda
","NurAdad
"
2001,"dumu en-an-na-tum2
","son of Enanatum 
","son of Enanatum
"
2002,"sze-bi 4(asz) 1(barig) 2(ban2) gur
","its barley 4 gur 1 barig 2 ban2 
","its barley 4 gur 1 barig 2 ban2
"
2003,"iri-sag-pu2-sze3 %a a-na ka-ar-x-x
","to the City at the Top of the Pit 
","So that the warehouses would be provisioned
"
2004,"4(u) 7(disz) udu
","total 47 sheep 
","47 sheep
"
2005,"1(u) 4(disz) udu
","total 14 small cattle 
","14 sheep
"
2006,"7(disz) sila3 ninda AB u4 2(disz)-kam
","7 sila3 ABbread on the 2nd day
","7 sila3 ABbread on the second day
"
2007,"abul 4(disz)-kam-ma ku4-ku4-da-ni-ta
","When she entered the 4th gate 
","When she entered the 4th gate
"
2008,"du6 gesz-ab-ba-ta
","from the Mound of Sea Trees 
","to the Mound of Sea Trees
"
2009,"e2-ninnu anzu2{muszen}-babbar2-ra-ni
","namely his Eninnu temple with the white eagle 
","his temple Eninnu With the White Thunderbird
"
2010,"{d}szul-|MUSZxPA|-am6
","is ulMUxPA 
","is ulMUxPA
"
2011,"gesz-ka2-na = %a si2-ip-pu-um
","door jamb 
","So that the donkey stretches out on the right side
"
2012,"gar3 dar-ra-ni
","when he had been driven back 
","let tremble
"
2013,"2(disz) udu 1(disz) sila4 x-ma-szum sagi
","2 sheep 1 lamb from maum the cupbearer 
","2 sheep 1 lamb for Guza
"
2014,"1(disz) sa szum2
","1 bundel onions 
","1 bundle onions
"
2015,"nam-ti-la-ni-sze3 a mu-na-ru
","For his life he dedicated it to her
","for his life I dedicated it to him
"
2016,"u4-ba
","then
","At that time
"
2017,"1(gesz2) 4(u) la2 2(asz) ziz2 babbar2
","1 less 2 white emmer 
","1 less 2 gur emmer
"
2018,"e2 {d}nansze
","The temple of Nane 
","xxx
"
2019,"u3 du10 gar-ra-am3
","enjoyed sweet sleep
","and have commanded him
"
2020,"kesz3{ki}-ginx rib-ba lu2 szi-in-ga-tum2-mu
","Will anyone else bring forth something as great as Ke 
","Will anyone else bring forth something as great as Ke
"
2021,"lagasz{ki}
","of Laga 
","of Laga
"
2022,"bu3-ma-ma
","did Bumama
","apple
"
2023,"sze-bi 3(u) gur
","its barley 3 gur 
","its barley 3 gur
"
2024,"8(asz) giri3 ur-{d}da-mu
","87 gur 1 barig salt 
","8 gur via UrDamu
"
2025,"1(disz) udu 1(disz) masz2
","1 sheep 1 billy goat 
","1 sheep 1 billy goat
"
2026,"{gesz}ka2 an-na-ke4 silim-ma mu-un-na-ab-be2
","The gate of heavenAn was greeting her 
","In order to change the speech of An to his mother
"
2027,"suhusz kalam-ma-ka ki ba-e-la2
","and it sank as low as the foundation of the Land 
","It was excavated up to the foundation of the land
"
2028,"an-ta-sur-ra
","the Antasura 
","and the Antasura
"
2029,"sul {d}utu AN x tal2 kur-kur ug3 lu-a dagal nam-...
","Youth Utu spread out  in the lands  the teeming and vastly populated people 
","The youth Utu the one who Spreading open arms in protection
"
2030,"u4 ezem siskur2-ra-ka
","or on the day of the offering festival 
","On the day of the offering festival
"
2031,"1(u) ab2
","1 cows 
","1 cows
"
2032,"ugula lugal-nesag-e
","foreman Lugalnesage 
","foreman Lugalnesage
"
2033,"ug3-e igi hur-re igi-bi ...
","The people scratching their faces in despair their faces were changed 
","The people should cause the path to be forgotten
"
2034,"{d}ba-ba6 szu12 URU-KA-gi-na-ka-ke4 ba-gub
","Baba stood by at the prayers of Urukagina 
","Baba at the prayers of Urukagina stood by
"
2035,"6(disz) gu4 niga saga
","6 fattened oxen good quality 
","6 oxen grainfed fine quality
"
2036,"{d}nansze
","For Nane 
","For Nane
"
2037,"da-da
","Dada 
","Dada
"
2038,"{d}en-lil2-la2
","of Enlil 
","of Enlil
"
2039,"a-sza3 kur-ra-ke sze nu-x x x x ...
","The field of the netherworld does not grow barley flour is not ground utilizing it why are you to sail with me 
","The field of
"
2040,"su6-mu2
","did Summu
","apple
"
2041,"igi-{d}en-lil2-sze3
","IgiEnlilae 
","apple
"
2042,"inim an-gal2
","or produce a claim about it 
","or produce a claim about it
"
2043,"ninda {d}utu mu-tum3
","Utu brings the bread
","The bread brings the bread
"
2044,"lugal kal-ga
","strong king 
","strong king
"
2045,"dingir kur2-ra u3 lugal-e gaba ri-ni-ta nig2-ba x-x-...
","Or gives it as a gift to a different god or different king by means of his opposition to the current king 
","Do not lay down at a different path away from the people wailed
"
2046,"lu2 umum-ma-ke4
","the persons of  
","the persons of
"
2047,"u3 nam-ti-la-ni
","also for her own life  
","and his life
"
2048,"a-lu5-lu5
","Alulu 
","Alulu
"
2049,"1(disz) masz2-gal niga
","1 barleyfed largegoat 
","1 buck barleyfed
"
2050,"la2-ia3 1(gesz2) 1(asz) 3(barig) sze gur
","the deficit 61 gur 3 barig 
","deficit 61 gur 3 barig barley
"
2051,"musz ba-dur
","a kind of snake 
","snake with the stick
"
2052,"lugal kisz{ki}
","king of Ki 
","the king of Ki
"
2053,"... x-ti-im x ... PI x x x ... x gi ...
","Giving birth to the just man thickeningreversing the blood in the heart of the evildoer 
","No one should be allowed to mix your good quality silver with the unrefined ore of the mountain
"
2054,"gurusz munus x i3-na-ab{ki}-ke4-ne
","The men and women of Inab
","The young men of Inab
"
2055,"mu-na-du3
","he built for her 
","he built for him
"
2056,"iti 1(u) 2(disz)-kam
","xxx 
","xxx
"
2057,"{d}szul-gi
","ulgi 
","ulgi
"
2058,"me ug3-e szum2-mu
","he the giver of the divine attributes to the people
","who to those who gives divine powers
"
2059,"ensi2 lu2 gesztu2 dagal-kam gesztu2 i3-ga2-ga2
","The governor is wise he shall pay attention 
","that the ruler of broad intelligence was being established
"
2060,"dumu ma-ma
","son of Mama 
","and son of Mama
"
2061,"dingir-igi-du
","Ilumigidu 
","to Dingirigidu
"
2062,"sza3 uri5{ki}-ma
","in Ur 
","in Ur
"
2063,"u4 1(disz)-sze3 e2-kikken sumun-sze3 sze ba-al-la
","for 1 day at the old mill grain unloaded 
","for 1 workday from Eail
"
2064,"gala-am6
","are for the other lamentation singers 
","are for the other lamentation singers
"
2065,"ur-gir15-re ga-ba-al
","To a dog hostility 
","Its name is dog
"
2066,"bara2 {d}nu-musz-da-ka-sze3
","to the Dais of Numuda 
","to the Dais of Numuda
"
2067,"mu en {d}nanna masz-e i3-pa3
","year The enpriestess of Nanna by means of extispicy was chosen 
","xxx
"
2068,"gu2 nidba-x si ma-ra-an-sa2
","He has set the loads of nindaba offerings in order for you 
","So that the warehouses would be provisioned
"
2069,"1(disz) kusz ab2-mah2 a-gar nu-gu7-a
","1 hide of fullgrown cow not tanned 
","1 hide of ox not tanned
"
2070,"{d}inanna
","For Inanna 
","To Inanna
"
2071,"u2 nu-zu-me-esz a nu-zu-me-esz
","know no food know no drink 
","They did not know food they did not know the water
"
2072,"1(barig) lugal-sza3-la2 dumu lu2-dingir-ra
","1 barig Lugalala son of Ludingira
","1 barig arai3x
"
2073,"1(asz) tug2
","one woolen garment 
","1 garment
"
2074,"nig2-ka9-bi gar-ra nam-dub-sar i3-zu-a-gu10 nu-ub-tum3
","The account having been established my knowledge of the scribal art is not taken away 
","Its balanced account in the outskirts of the city is not suitable for you
"
2075,"mu sza-asz-ru{ki} ba-hul
","xxx 
","year aru was destroyed
"
2076,"e2 {d}szul-gi-ra-sze3
","to the temple of ulgi 
","to the temple of ulgi
"
2077,"za-e tur pe-el-la2 na-ga2-ah-me-en
","You are a defiled child stupid 
","The You purify the holy word shall be forgotten
"
2078,"mu-bi-sze3 {d}nin-lil2-le
","Because of this Ninlil 
","called by Ninlil
"
2079,"esz3 uri2{ki} e2-temen-ni2-gur3-sze3
","to the shrine of Ur the Etemenniguru 
","In order to obfuscate the me and the shrine of Ur
"
2080,"1(disz) lugal-nesag-e
","1 diworker Lugalnesage 
","1 Lugalnesage
"
2081,"nam-ti dam dumu-ne-ne-sze3
","For the life of his wife and children 
","and for the life of his wife and children
"
2082,"i3-in-ku4
","has entered
","has entered
"
2083,"{d}nin-gir2-su
","To Ningirsu 
","For Ningirsu
"
2084,"nam-nir-gal2 gidri mah szum2-ma
","given authority and a great scepter 
","given authority and a great scepter
"
2085,"dumu sag
","the firstborn son
","firstborn son
"
2086,"1(disz) sila4
","1 lamb 
","1 lamb
"
2087,"dingir gu3-de2-a
","is the personal god of Gudea 
","the god Gudea
"
2088,"kur szubur-ra gaba-gaba a-ab-ba igi-nim-ma x-x
","the land of Subartu on the shores of the Upper Sea 
","So that the land perpetuates in abundance
"
2089,"gizzu-bi kur-kur-ra du6-la
","whose shade covers all lands 
","So that the flax of all the lands
"
2090,"bi2-in-ak-a-asz
","he did accomplish
","apple
"
2091,"giri3-se3-ga iri
","xxx 
","personnel of the city
"
2092,"giri3 ur-{d}szul-pa-e3 ku3-dim2
","via Urulpae the silversmith 
","via Urulpae the silversmith
"
2093,"mu-sar-ra-ba
","A person who this inscription 
","and its inscription
"
2094,"2(disz) gin2 i3 2(disz) gin2 naga
","2 shekels oil 2 shekels alkaliplant 
","2 shekels oil 2 shekels alkaliplant
"
2095,"sza a-na re-esz szuku um-ma-na-tim u3 erin2 a-hi-a-tim
","that the rationing of the troops and associated workers 
","worked fed to the base of the hazin axe were not paid attention
"
2096,"nam-nin-a tum2-ma
","one fit for ladyship 
","one fitting for queenship
"
2097,"{d}ri-im-{d}suen-{d}sza-la-ba-asz-ta-szu
","I RmSnalabtau 
","apple
"
2098,"zu2 al im aga3-ri2-na-ba-sze3
","On its firing 
","They looked at the bite you
"
2099,"inim gaba-ri-...
","As if you can posit the word of an opponent 
","to make the words proliferate
"
2100,"igi {d}|ESZ2.LIL.DU| nig2-ba na-ni-ga2-ga2
","they established the rations before the god 
","So that the warehouses would be provisioned
"
2101,"2(barig) lu2-eb
","2 barig Lueb
","2 barig Lueb
"
2102,"mu us2-sa bad3 ma-da ba-du3-sze3
","xxx 
","xxx
"
2103,"{d}nin-hur-sag-ga2 masz-kan2-szabra{ki}-ta
","From Ninhursagas abra Settlement 
","They made the side of life
"
2104,"{d}iszkur {gesz}tukul {d}en-lil2-le ma-an-szum2
","O Ikur Enlil has given me the weapons
","Ikur Utu has given me to me
"
2105,"x-da
","and the  
","are here
"
2106,"ga2-nam-ma-an-ze2-en ur2 ku3 {d}inanna-ka-sze3 ga-da-re7-en-de3-en
","Come let us go to the holy lap of Inanna 
","Come let Azulugal
"
2107,"szu-sze3 mu-un-dab5 ki-za nam-ba-an-tum2
","He seized his hand saying he Enkidu shall not dig your grave 
","and took his hand to its path
"
2108,"dub gid2-da
","xxx 
","longtablets
"
2109,"1(u) 4(disz) 2/3(disz) gin2 sa10-am3 x x x zabar uruda szu-nir-ra x
","14 23 shekels exchange middle for  bronze copper standards  
","14 23 shekels exchange silver for oxen for copper rosettes
"
2110,"... szu mu-ra-mu2-mu2 szud3-da-ni gesz tuku-bi2-ib
"," prays to you hear his ud prayer 
","Do not lay down at the side of his hand
"
2111,"GAN x
","king of Ki 
","did
"
2112,"dam ur-sag kal-ga
","wife of the mighty hero 
","the mighty wife
"
2113,"{d}nin-a2-gal
","For Ninagala  
","For Ninagala
"
2114,"... li-x x
","It was able to set its neck on the ground sarcastically it was speaking freelyhumbly 
","In order to admiresee the grain goddess Ezina of lordship
"
2115,"|KAxX| KU x sa-hir szu IN sza-ra x x x x x ...
"," the carrying net  
","Her fierce net will never cease consuming for you
"
2116,"en-te-ni-isz
","IbbiSuen 
","apple
"
2117,"mu sza-asz-szu2-ru-um{ki} a-ra2 2(disz)-kam ba-hul
","Year arum was destroyed for the second time 
","xxx
"
2118,"en-nu-ug3-ga2-en-nu-ug3 nu-me-a nam-usz2-ta sa2-a
","There being no guard is tantamount to death 
","So that the upper short side
"
2119,"nam-lugal-bi unu{ki}-sze3 ba-de6
","the kingship to Uruk was carried off 
","the kingship to Uruk was carried off
"
2120,"ga zi gu7-a
","fed rich milk 
","Upon the standard
"
2121,"iti sig4 u4 2(u) 5(disz) ba-zal
","month Bricks the 25th day passed 
","of the month the 26th day passed
"
2122,"lugal an-ki-ke4 x x DAR-a nam-gal-zu-sze3 ba-an-du11
","The king of the universe  spoke on account of your greatness 
","King of heaven and earth got up to its nest
"
2123,"{gesz}HU ma2-sze3 ga6-ga2
","strings to the boat carried 
","to thicken
"
2124,"masz be2-pa3
","he chose by kidomen 
","So that the donkey had fallen
"
2125,"a mu-na-ru
","he dedicated to him 
","dedicated this to him
"
2126,"u4 duh-a-gu10 iti-da u4 esz5-am3
","My idle days are three days per month 
","The hating day storm that had been three days
"
2127,"lu2-lugal
","Sni 
","apple
"
2128,"e-ne ...
","That one  
","With the midstheart of a storm
"
2129,"{d}alamusz-a {gesz}gidri ba-da-an-szub szu-ni gu4-u4-gu4-x
","NannaSuens vizier Alamu dropped the scepter with his hand shaking 
","Along with the hand that puts an evil path in order the hand
"
2130,"ku-li ki-ag2
","beloved friend 
","beloved friend
"
2131,"7(asz) sab i3-nun
","7 jars of butter oil 
","7 jars of butter oil
"
2132,"na-wi-ru-um
","Nawirum 
","apple
"
2133,"di si sa2 ku5-me-en tesz2 mu-zu he2-i-i
","you make just decisions Your name be praised indeed 
","May be praised at the word of Inab may your name be praised
"
2134,"{d}szu-{d}suen
","Suen
","Suen
"
2135,"i7 e UR-tum-sze3
","to the Canal of the URtum Levee 
","The rivercanal
"
2136,"mu ur-bi2-lum{ki} ba-hul
","xxx 
","xxx
"
2137,"ama-ni-ir
","his mother
","Who allocates the cosmic power to his mother
"
2138,"ARAD2 {d}ri-im-{d}suen
","servant of RmSn 
","servant of RmSn
"
2139,"{gesz}szu
","a handle 
","manacles
"
2140,"... ma-al-DA-al-la i-si-isz-bi ma-la2
","The storm that is set for me its sorrowwailing hangs upon me 
","So that the warehouses would be provisioned
"
2141,"2(disz)
","Princely son emerged from the pure  spending time  his horn  
","2 sheep
"
2142,"1(u) 7(disz) gurusz 3(disz) gurusz tu-ra
","17 laborers 3 laborers sick
","17 male laborers was sick
"
2143,"... inim {d}suen mah-am3 gaba-ri ...
","The word of Suen is supreme it has no rival 
","The true word is supreme Suen
"
2144,"gesz gi
","Lumber reed
","May the gadala priest
"
2145,"...-ib2-gi4
","My king it has advised you because of your might 
","apple
"
2146,"a:zu5 |HIxNUN|-|DU.DU|
"," doctor
","So that the eellu the song
"
2147,"na-ru2-a-bi
","Its steles 
","and its steles
"
2148,"ensi2
","the ruler 
","ruler
"
2149,"nibru{ki} bara2-dur2-gar-ra mu-...
","She abandoned Nibru and the Ebaragdurjara temple and went down to the netherworld 
","She abandoned the Baradurgara in Nibru
"
2150,"i3-sub6-be2
","shall be rubbed
","apple
"
2151,"n 7(disz) gurusz in-bul5-bul5 ga6-ga2
","n  7 male laborers straw carried 
","n 7 male laborers straw carried
"
2152,"ARAD2-zu
","is your servant
","is your servant
"
2153,"... sa-sa-da-ni
","When he  the corner of his eye 
","In order to admiresee the grain goddess Ezina of lordship
"
2154,"inim-ba ha-mu-da-gub
","may she stand by me in this case 
","to Kigal
"
2155,"3(disz) gurusz ugula szesz-kal-la
","3 male laborers foreman ekalla 
","3 male laborers foreman ekala
"
2156,"ku3-sig17 ku3-babbar2-ra
","With gold and silver 
","and with gold and silver
"
2157,"a gub2-ba an ku3-ge-de3
","whose cleansed water purifies heaven
","So that the cleansed in heaven and wine for you
"
2158,"1(gesz'u) 5(gesz2) 4(u) 5(disz) sar {u2}kiszi17 ku5-ra2 1(u) 5(disz) sar-ta
","945 sar acacia cut at 15 sar per day 
","795 sar acacia cut at 15 sar per day
"
2159,"sag-nig2-gur11-ra
","xxx 
","debits
"
2160,"nin-a-ni
","his mistress 
","his mistress
"
2161,"ge6-par4 ku3-ga2 hu-mu-un-szi-ku4-re-...
","I shall enter into my holy cloister 
","In the most sacred ipar for you
"
2162,"na-ra-am {d}en-lil2
","beloved of Enlil 
","is the Beloved of Enlil
"
2163,"mu ha-ar-szi{ki} u3 ki-masz{ki} ba-hul
","year Hari and Kima were destroyed 
","xxx
"
2164,"2(asz) 2(barig) 3(ban2) kiszib3 ab-ba-kal-la
","and 2 gur 2 barig 3 ban2 under seal of Abbakala
","2 gur 2 barig 3 ban2 under seal of Abbakala
"
2165,"ki lu2-giri17-zal-ta
","from LuGirizal
","from LuGirizal
"
2166,"ki-ru-gu2 8(disz)-kam-ma-am3
","8th kirugu 
","It is the indeed kirugu
"
2167,"3(gesz'u) 3(gesz2) 1(u) 2(disz) 2/3(disz) geme2 u4 1(disz)-sze3
","1992 23 workdays 
","193 female laborer days
"
2168,"6(disz) {gi}kid
","6 reedmats
","6 kidmats
"
2169,"3(u) gur a-sza3 a-bu3
","3 gur field Abu 
","3 gur field Abu
"
2170,"dam-a-ni {d}nam-ra-at munus sag9-ga ezem-ma mu-un-...
","his wife Namrat the lovely woman participated in the festival
","His wife Namrat the beautiful word
"
2171,"lu2-kurun-na-ka
","The adze belongs to the carpenter the stone anvil belongs to the blacksmith and sweet  belongs to the brewer 
","apple
"
2172,"{d}szara2
","To ara 
","For ara
"
2173,"iti buru14-masz
","total 12 
","xxx
"
2174,"ki-ru-gu2 7(disz)-kam-ma-am3
","7th kirugu 
","7th kirugu
"
2175,"gir2-nun-ta
","from the Princely Way 
","xxx
"
2176,"da-x-x-za-ti-da
","Dazitida
","apple
"
2177,"n ...
","it has  
","it has
"
2178,"musz ki-in-dar
","snake of earthen cracks 
","snake of the marshes
"
